symbol,entry_date,setup,p_raw,p_cal,score,is_win,r_realized
XLK,2024-05-03,momentum,0.5639401897536712,0.562962962962963,56,1,2.742
DE,2024-05-03,momentum,0.6171691726524839,0.5952380952380952,60,1,2.749
ISRG,2024-05-03,momentum,0.5613523623871308,0.562962962962963,56,1,2.751
DIS,2024-05-03,momentum,0.6011427793865347,0.5918367346938775,59,1,2.756
OXY,2024-05-03,reversion,0.4691729498399956,0.41379310344827586,41,0,-1.0
LMT,2024-05-03,momentum,0.4742395721124142,0.41379310344827586,41,0,-1.0
AMAT,2024-05-03,momentum,0.5485378893828768,0.562962962962963,56,1,2.752
BKNG,2024-05-03,momentum,0.659243549917004,0.641711229946524,64,1,2.747
PSTG,2024-05-03,momentum,0.537081682279141,0.5042016806722689,50,1,2.746
HD,2024-05-03,momentum,0.5459197289937533,0.562962962962963,56,1,2.729
ANET,2024-05-03,momentum,0.7127370870991995,0.7281553398058253,73,1,2.756
DDOG,2024-05-06,breakout,0.5117709714146135,0.45714285714285713,46,0,-1.0
MSFT,2024-05-06,momentum,0.5689390170968877,0.562962962962963,56,1,2.75
ASML,2024-05-06,momentum,0.5965746791692103,0.5918367346938775,59,1,2.75
ABNB,2024-05-06,momentum,0.6302619083456313,0.641711229946524,64,0,-1.0
C,2024-05-06,momentum,0.6031759670706794,0.5952380952380952,60,1,2.743
NFLX,2024-05-06,momentum,0.7313638447097816,0.7281553398058253,73,1,2.753
AXP,2024-05-06,momentum,0.5352307414143772,0.5042016806722689,50,1,2.748
BLK,2024-05-06,momentum,0.5147345089967482,0.45714285714285713,46,1,2.751
IREN,2024-05-06,momentum,0.7592953270163327,0.8181818181818182,82,1,2.725
V,2024-05-07,momentum,0.7108279142854892,0.7281553398058253,73,1,2.753
XLV,2024-05-07,momentum,0.6082914888124692,0.5952380952380952,60,1,2.575
LRCX,2024-05-07,momentum,0.5573471041378303,0.562962962962963,56,1,2.755
LCID,2024-05-07,breakout,0.5391917581509138,0.5042016806722689,50,1,2.557
HON,2024-05-07,momentum,0.5548959005345395,0.562962962962963,56,1,2.635
NRG,2024-05-07,breakout,0.5273786230593975,0.5042016806722689,50,1,3.0
SHOP,2024-05-08,breakout,0.3938664278812634,0.3397291196388262,34,0,-1.0
BROS,2024-05-08,momentum,0.8378002306491669,0.8181818181818182,82,1,2.776
NEM,2024-05-08,momentum,0.6291457192827749,0.641711229946524,64,1,2.743
META,2024-05-08,momentum,0.6079499124287913,0.5952380952380952,60,1,2.75
HPE,2024-05-08,momentum,0.6630917220569239,0.641711229946524,64,1,2.75
EXC,2024-05-08,momentum,0.6021697459917612,0.5918367346938775,59,0,-1.0
SMR,2024-05-08,momentum,0.5535860957222203,0.562962962962963,56,1,2.712
LOW,2024-05-09,momentum,0.7042137064802461,0.6785714285714286,68,0,-1.0
HUBS,2024-05-09,reversion,0.48813386449918983,0.4461538461538462,45,1,2.5
CAT,2024-05-09,momentum,0.6281546401200122,0.641711229946524,64,1,2.751
CMG,2024-05-09,momentum,0.6519204316393904,0.641711229946524,64,0,-1.0
XOM,2024-05-09,momentum,0.6315797426351751,0.641711229946524,64,0,-1.0
DUOL,2024-05-09,breakout,0.3944053320752368,0.3397291196388262,34,0,-1.0
TGT,2024-05-09,momentum,0.6044127302633524,0.5952380952380952,60,1,2.759
XLE,2024-05-09,momentum,0.6260919528849491,0.641711229946524,64,0,-1.0
OKLO,2024-05-10,breakout,0.2517531502167072,0.33519553072625696,34,1,3.0
MPC,2024-05-13,reversion,0.3635856411572973,0.3397291196388262,34,0,-1.0
DXCM,2024-05-13,reversion,0.3623191755944184,0.3397291196388262,34,1,2.5
HIMS,2024-05-13,momentum,0.721134312430633,0.7281553398058253,73,1,2.741
IONQ,2024-05-14,momentum,0.5412709349857553,0.5042016806722689,50,0,-1.0
DIS,2024-05-14,reversion,0.4078630107265639,0.3397291196388262,34,0,-1.0
MSTR,2024-05-14,momentum,0.7090805640932402,0.7281553398058253,73,1,2.752
BIDU,2024-05-15,momentum,0.4234387069038743,0.3397291196388262,34,0,-1.0
CLSK,2024-05-15,momentum,0.6647954859953077,0.641711229946524,64,1,2.742
GTLB,2024-05-15,momentum,0.7166974126315244,0.7281553398058253,73,1,2.743
CRM,2024-05-15,momentum,0.8006217857564473,0.8181818181818182,82,0,-1.0
PDD,2024-05-16,momentum,0.697067817649499,0.6785714285714286,68,1,2.751
FSLR,2024-05-16,momentum,0.5771424399511922,0.562962962962963,56,1,2.508
SPOT,2024-05-16,momentum,0.46293877149712304,0.41379310344827586,41,1,2.592
RCL,2024-05-16,momentum,0.5529861498387061,0.562962962962963,56,1,2.636
BA,2024-05-16,momentum,0.5697841952948841,0.562962962962963,56,0,-1.0
VRT,2024-05-16,momentum,0.5451544822955873,0.5042016806722689,50,0,-1.0
CCJ,2024-05-17,momentum,0.7916799932511861,0.8181818181818182,82,1,2.577
ABNB,2024-05-17,reversion,0.4370841899031541,0.41379310344827586,41,0,-1.0
MA,2024-05-17,momentum,0.5786874479801514,0.562962962962963,56,0,-1.0
CIEN,2024-05-17,momentum,0.5245428971121782,0.5042016806722689,50,0,-1.0
ASML,2024-05-17,momentum,0.5491140695852993,0.562962962962963,56,1,2.751
DAL,2024-05-17,momentum,0.5387964637732379,0.5042016806722689,50,0,-1.0
PWR,2024-05-20,momentum,0.4848515419879742,0.4461538461538462,45,1,2.747
TGT,2024-05-20,reversion,0.40641421481504925,0.3397291196388262,34,0,-1.0
COIN,2024-05-20,momentum,0.7400064436558579,0.7281553398058253,73,1,2.75
NOC,2024-05-21,momentum,0.328263583143661,0.3397291196388262,34,0,-1.0
IBM,2024-05-21,momentum,0.49608433846679273,0.4461538461538462,45,1,2.743
RIVN,2024-05-22,momentum,0.4556217323328605,0.41379310344827586,41,1,2.788
JD,2024-05-22,breakout,0.4229426694371761,0.3397291196388262,34,0,-1.0
OXY,2024-05-22,reversion,0.3957056962489763,0.3397291196388262,34,0,-1.0
APP,2024-05-22,momentum,0.3310910446106007,0.3397291196388262,34,0,-1.0
