symbol,entry_date,exit_date,setup,setup_score,entry,stop,target,rr_planned,exit_price,exit_reason,r_realized,days_held,regime_label,rr_gate,regime_mult,days_to_earnings,adx_value,ad_line_slope_pct,higher_lows,institutional_ownership_pct,extended,rr_pts,setup_pts,ctx_pts,inst_pts,raw_score,earnings_mult,extended_mult,final_score,confidence
AAPL,2023-04-12,2023-04-28,momentum,40.29,159.5,156.93,166.57,2.75,166.57,target,2.751,12,risk_on,2.5,0.893,,30.81,28.771,0,65.8,False,12.5,12.09,20.0,4.3,48.89,1.0,1.0,43.66,speculative
AAPL,2023-05-18,2023-05-30,momentum,85.0,170.27,168.06,176.33,2.75,176.33,target,2.755,7,risk_on,2.5,0.909,,33.53,10.167,0,65.8,False,12.5,25.5,20.0,4.3,62.3,1.0,1.0,56.63,medium
AAPL,2023-07-28,2023-08-03,momentum,65.0,191.06,188.59,197.85,2.75,188.59,stop,-1.0,4,risk_on,2.5,0.927,,43.67,-1.853,3,65.8,False,12.5,19.5,10.0,9.3,51.3,1.0,1.0,47.56,speculative
AAPL,2023-08-10,2023-08-17,reversion,75.0,175.51,173.72,179.97,2.5,173.72,stop,-1.0,5,risk_on,2.5,0.868,,40.12,-15.306,0,65.8,False,0.0,22.5,10.0,4.3,36.8,1.0,1.0,31.94,speculative
AAPL,2023-08-29,2023-08-30,momentum,92.0,177.41,175.41,182.91,2.75,182.91,target,2.75,1,risk_on,2.5,0.901,,31.76,-7.256,1,65.8,False,12.5,27.6,10.0,6.3,56.4,1.0,1.0,50.82,speculative
AAPL,2023-09-13,2023-09-18,reversion,47.0,172.03,170.43,176.04,2.5,176.04,target,2.506,3,risk_on,2.5,0.899,,26.93,3.535,0,65.8,False,0.0,14.1,15.92,4.3,34.32,1.0,1.0,30.85,speculative
AAPL,2023-11-02,2023-11-07,momentum,82.0,170.91,168.46,177.65,2.75,177.65,target,2.751,3,neutral,2.75,0.857,,22.1,10.921,1,65.8,False,12.5,24.6,17.04,6.3,60.44,1.0,1.0,51.8,speculative
AAPL,2023-11-29,2023-12-04,momentum,48.86,187.34,185.68,191.91,2.75,185.68,stop,-1.0,3,risk_on,2.5,0.92,,31.57,16.47,0,65.8,False,12.5,14.66,20.0,4.3,51.46,1.0,1.0,47.34,speculative
AAPL,2024-01-03,2024-01-04,reversion,47.0,182.19,180.64,186.05,2.5,180.64,stop,-1.0,1,risk_on,2.5,0.897,,26.0,5.124,0,65.8,False,0.0,14.1,18.5,4.3,36.9,1.0,1.0,33.1,speculative
AAPL,2024-01-19,2024-01-22,momentum,65.0,184.92,182.49,191.59,2.75,191.59,target,2.745,1,risk_on,2.5,0.89,,23.89,7.289,0,65.8,False,12.5,19.5,17.71,4.3,54.01,1.0,1.0,48.07,speculative
AAPL,2024-02-09,2024-02-13,momentum,44.0,186.56,183.62,194.57,2.73,183.62,stop,-1.0,2,risk_on,2.5,0.907,,20.24,8.208,1,65.8,False,11.5,13.2,15.99,6.3,46.99,1.0,1.0,42.62,speculative
AAPL,2024-02-29,2024-03-01,reversion,72.0,178.95,176.99,183.86,2.5,176.99,stop,-1.0,1,risk_on,2.5,0.922,,25.51,5.751,0,65.8,False,0.0,21.6,18.32,4.3,44.22,1.0,1.0,40.77,speculative
AAPL,2024-05-28,2024-06-10,momentum,70.0,187.53,184.69,195.35,2.75,195.35,target,2.754,9,risk_on,2.5,0.912,,33.81,-7.209,0,65.8,False,12.5,21.0,10.0,4.3,47.8,1.0,1.0,43.59,speculative
AAPL,2024-06-26,2024-07-02,momentum,70.0,208.04,204.82,216.91,2.75,216.91,target,2.755,4,risk_on,2.5,0.89,,46.13,-9.748,0,65.8,False,12.5,21.0,10.0,4.3,47.8,1.0,1.0,42.54,speculative
AAPL,2024-07-22,2024-07-24,momentum,48.86,224.69,220.36,236.61,2.75,220.36,stop,-1.0,2,risk_on,2.5,0.88,,42.35,3.605,0,65.8,False,12.5,14.66,17.21,4.3,48.67,1.0,1.0,42.83,speculative
AAPL,2024-07-31,2024-08-05,momentum,57.0,219.0,213.99,231.55,2.5,213.99,stop,-1.0,3,risk_on,2.5,0.88,,28.96,4.735,1,65.8,False,0.0,17.1,19.08,6.3,42.48,1.0,1.0,37.38,speculative
AAPL,2024-08-28,2024-09-03,momentum,45.0,224.24,221.1,232.87,2.75,221.1,stop,-1.0,3,neutral,2.75,0.824,,14.62,9.451,0,65.8,False,12.5,13.5,10.0,4.3,40.3,1.0,1.0,33.21,speculative
AAPL,2024-11-14,2024-11-26,momentum,40.0,224.52,221.54,232.7,2.75,232.7,target,2.745,8,risk_on,2.5,0.894,,13.11,3.049,2,65.8,False,12.5,12.0,6.1,8.3,38.9,1.0,1.0,34.78,speculative
AAPL,2025-01-28,2025-01-29,momentum,57.0,228.95,227.68,232.45,2.75,232.45,target,2.756,1,neutral,2.75,0.85,,29.72,1.546,1,65.8,True,12.5,17.1,12.99,6.3,48.89,1.0,0.7,29.09,speculative
AAPL,2025-02-12,2025-02-20,momentum,40.0,231.1,225.98,245.18,2.75,245.18,target,2.75,5,risk_on,2.5,0.879,,16.93,2.586,3,65.8,False,12.5,12.0,9.27,9.3,43.07,1.0,1.0,37.86,speculative
AAPL,2025-07-16,2025-07-31,momentum,40.29,208.84,206.4,215.56,2.75,206.4,stop,-1.0,11,risk_on,2.5,0.896,,16.35,1.407,2,65.8,False,12.5,12.09,6.59,8.3,39.48,1.0,1.0,35.37,speculative
AAPL,2025-08-22,2025-09-03,momentum,70.0,226.62,223.15,236.17,2.75,236.17,target,2.752,7,risk_on,2.5,0.94,,32.07,-3.04,0,65.8,False,12.5,21.0,10.0,4.3,47.8,1.0,1.0,44.93,speculative
AAPL,2025-10-06,2025-10-10,momentum,85.0,254.41,250.33,265.63,2.75,250.33,stop,-1.0,4,risk_on,2.5,0.891,,35.56,5.784,4,65.8,False,12.5,25.5,20.0,9.3,67.3,1.0,1.0,59.96,medium
AAPL,2025-11-07,2025-11-25,momentum,54.86,267.87,263.9,278.77,2.75,278.77,target,2.746,12,neutral,2.75,0.794,,30.18,2.698,1,65.8,False,12.5,16.46,15.4,6.3,50.66,1.0,1.0,40.22,speculative
AAPL,2025-12-09,2025-12-11,momentum,44.57,278.36,274.74,288.31,2.75,274.74,stop,-1.0,2,risk_on,2.5,0.907,,32.95,-1.149,3,65.8,False,12.5,13.37,10.0,9.3,45.17,1.0,1.0,40.97,speculative
AAPL,2026-01-06,2026-01-07,reversion,75.0,261.87,260.52,265.26,2.5,260.52,stop,-1.0,1,risk_on,2.5,0.928,,17.13,-1.717,1,65.8,False,0.0,22.5,4.22,6.3,33.02,1.0,1.0,30.64,speculative
AAPL,2026-01-16,2026-01-20,reversion,60.0,255.06,253.37,259.26,2.5,253.37,stop,-1.0,1,risk_on,2.5,0.915,,22.72,0.543,1,65.8,False,0.0,18.0,8.36,6.3,32.66,1.0,1.0,29.88,speculative
AAPL,2026-02-02,2026-02-04,momentum,80.0,258.91,253.52,273.66,2.74,273.66,target,2.737,2,risk_on,2.5,0.912,,26.19,0.547,2,65.8,True,12.0,24.0,9.67,8.3,53.97,1.0,0.7,34.45,speculative
AAPL,2026-04-06,2026-04-07,momentum,59.0,254.08,249.12,267.72,2.75,249.12,stop,-1.0,1,neutral,2.75,0.774,,19.14,-0.843,1,65.8,False,12.5,17.7,5.37,6.3,41.87,1.0,1.0,32.41,speculative
AVGO,2023-05-05,2023-05-17,momentum,45.0,59.74,58.62,62.84,2.75,62.84,target,2.768,8,risk_on,2.5,0.917,,15.74,12.591,0,80.2,False,12.5,13.5,13.42,5.0,44.42,1.0,1.0,40.73,speculative
AVGO,2023-06-27,2023-07-12,momentum,77.0,81.11,79.11,86.61,2.75,86.61,target,2.75,10,risk_on,2.5,0.921,,52.82,-22.824,1,80.2,False,12.5,23.1,10.0,7.0,52.6,1.0,1.0,48.44,speculative
AVGO,2023-07-26,2023-08-04,momentum,61.71,86.77,84.85,91.8,2.62,84.85,stop,-1.0,7,risk_on,2.5,0.936,,44.52,-0.586,3,80.2,False,6.0,18.51,10.0,10.0,44.51,1.0,1.0,41.66,speculative
AVGO,2023-08-11,2023-08-18,reversion,47.0,80.16,79.04,82.96,2.5,79.04,stop,-1.0,5,risk_on,2.5,0.874,,31.37,-15.304,0,80.2,False,0.0,14.1,10.0,5.0,29.1,1.0,1.0,25.43,speculative
AVGO,2023-08-28,2023-08-31,momentum,85.0,82.68,80.71,88.09,2.75,88.09,target,2.746,3,neutral,2.75,0.851,,22.29,-8.112,0,80.2,False,12.5,25.5,7.11,5.0,50.11,1.0,1.0,42.64,speculative
AVGO,2023-09-13,2023-09-21,reversion,50.0,82.4,80.63,86.84,2.5,80.63,stop,-1.0,6,risk_on,2.5,0.899,,17.78,11.967,1,80.2,False,0.0,15.0,14.59,7.0,36.59,1.0,1.0,32.89,speculative
AVGO,2023-11-29,2023-11-30,momentum,48.86,92.9,90.74,98.51,2.59,90.74,stop,-1.0,1,risk_on,2.5,0.92,,31.37,0.253,0,80.2,False,4.5,14.66,10.51,5.0,34.67,1.0,1.0,31.9,speculative
AVGO,2023-12-29,2024-01-02,momentum,85.0,108.84,106.33,115.13,2.5,106.33,stop,-1.0,1,risk_on,2.5,0.95,,42.42,63.689,2,80.2,False,0.0,25.5,20.0,9.0,54.5,1.0,1.0,51.77,speculative
AVGO,2024-02-02,2024-02-08,momentum,70.0,117.54,114.59,125.03,2.55,125.03,target,2.548,4,risk_on,2.5,0.86,,38.5,18.087,0,80.2,False,2.5,21.0,20.0,5.0,48.5,1.0,1.0,41.71,speculative
AVGO,2024-03-20,2024-03-21,momentum,50.0,123.87,120.53,133.06,2.75,133.06,target,2.751,1,risk_on,2.5,0.915,,22.2,-7.949,0,80.2,False,12.5,15.0,7.07,5.0,39.57,1.0,1.0,36.21,speculative
AVGO,2024-04-04,2024-04-17,momentum,44.57,130.52,127.01,140.17,2.75,127.01,stop,-1.0,9,neutral,2.75,0.792,,23.29,-9.121,2,80.2,False,12.5,13.37,7.48,9.0,42.35,1.0,1.0,33.54,speculative
AVGO,2024-04-29,2024-05-01,momentum,52.0,127.28,122.89,138.53,2.56,122.89,stop,-1.0,2,risk_on,2.5,0.88,,21.62,-4.178,0,80.2,True,3.0,15.6,6.78,5.0,30.38,1.0,0.7,18.71,speculative
AVGO,2024-05-29,2024-05-30,momentum,48.86,136.77,134.26,143.68,2.75,134.26,stop,-1.0,1,risk_on,2.5,0.88,,26.03,4.373,0,80.2,False,12.5,14.66,17.26,5.0,49.42,1.0,1.0,43.49,speculative
AVGO,2024-06-27,2024-07-05,momentum,54.86,158.7,153.76,172.31,2.75,172.31,target,2.749,5,risk_on,2.5,0.896,,33.6,-15.524,1,80.2,False,12.5,16.46,10.0,7.0,45.96,1.0,1.0,41.18,speculative
AVGO,2024-07-23,2024-07-24,momentum,57.0,160.57,154.52,176.16,2.58,154.52,stop,-1.0,1,risk_on,2.5,0.88,,24.46,-1.107,0,80.2,False,4.0,17.1,7.92,5.0,34.02,1.0,1.0,29.94,speculative
AVGO,2024-08-14,2024-08-22,momentum,59.0,148.15,141.28,167.02,2.75,167.02,target,2.751,6,neutral,2.75,0.822,,26.26,1.555,1,80.2,True,12.5,17.7,11.71,7.0,48.91,1.0,0.7,28.14,speculative
AVGO,2024-08-30,2024-09-03,momentum,45.0,158.07,152.78,172.63,2.75,152.78,stop,-1.0,1,neutral,2.75,0.847,,13.5,16.722,0,80.2,False,12.5,13.5,10.0,5.0,41.0,1.0,1.0,34.73,speculative
AVGO,2024-09-12,2024-09-24,momentum,72.0,151.73,144.08,172.78,2.75,172.78,target,2.752,8,neutral,2.75,0.847,,18.0,10.941,0,80.2,True,12.5,21.6,14.71,5.0,53.81,1.0,0.7,31.9,speculative
AVGO,2024-10-02,2024-10-09,momentum,40.29,168.48,163.39,182.45,2.75,182.45,target,2.75,5,neutral,2.75,0.814,,16.1,22.895,2,80.2,False,12.5,12.09,13.63,9.0,47.22,1.0,1.0,38.44,speculative
AVGO,2024-12-04,2024-12-06,momentum,40.0,164.25,160.83,173.66,2.75,173.66,target,2.751,2,risk_on,2.5,0.902,,17.44,2.144,0,80.2,False,12.5,12.0,8.68,5.0,38.18,1.0,1.0,34.44,speculative
AVGO,2025-01-15,2025-01-27,momentum,50.0,225.45,217.09,248.44,2.75,217.09,stop,-1.0,7,neutral,2.75,0.838,,34.61,-3.24,0,80.2,False,12.5,15.0,10.0,5.0,42.5,1.0,1.0,35.62,speculative
AVGO,2025-02-04,2025-02-24,momentum,44.0,217.7,208.98,241.65,2.75,208.98,stop,-1.0,13,neutral,2.75,0.847,,24.55,-8.247,1,80.2,False,12.5,13.2,7.96,7.0,40.66,1.0,1.0,34.44,speculative
AVGO,2025-09-19,2025-09-24,momentum,48.86,345.77,333.91,378.14,2.73,333.91,stop,-1.0,3,risk_on,2.5,0.939,,30.37,-4.104,0,80.2,False,11.5,14.66,10.0,5.0,41.16,1.0,1.0,38.65,speculative
AVGO,2025-10-02,2025-10-10,momentum,57.0,334.43,323.2,363.74,2.61,323.2,stop,-1.0,6,risk_on,2.5,0.89,,19.85,-9.294,0,80.2,False,5.5,17.1,5.77,5.0,33.37,1.0,1.0,29.7,speculative
AVGO,2025-10-24,2025-10-29,momentum,45.0,345.5,334.17,376.67,2.75,376.67,target,2.751,3,risk_on,2.5,0.896,,11.19,-2.086,0,80.2,False,12.5,13.5,0.0,5.0,31.0,1.0,1.0,27.78,speculative
AVGO,2025-12-12,2025-12-15,breakout,45.0,358.49,353.73,372.77,3.0,353.73,stop,-1.0,1,risk_on,2.5,0.95,,18.17,7.164,2,80.2,False,25.0,13.5,14.81,9.0,62.31,1.0,1.0,59.19,medium
AVGO,2026-01-13,2026-01-14,momentum,40.0,346.67,336.63,374.29,2.75,336.63,stop,-1.0,1,risk_on,2.5,0.897,,14.32,-1.626,0,80.2,False,12.5,12.0,0.0,5.0,29.5,1.0,1.0,26.46,speculative
AVGO,2026-02-09,2026-02-24,momentum,52.0,327.65,315.47,361.13,2.75,315.47,stop,-1.0,10,risk_on,2.5,0.905,,19.0,-2.078,0,80.2,True,12.5,15.6,5.29,5.0,38.39,1.0,0.7,24.32,speculative
NVDA,2023-04-12,2023-04-13,momentum,54.86,27.02,26.37,28.79,2.75,26.37,stop,-1.0,1,risk_on,2.5,0.893,,32.94,20.18,1,70.7,False,12.5,16.46,20.0,7.0,55.96,1.0,1.0,49.97,speculative
NVDA,2023-04-27,2023-05-08,momentum,57.0,27.0,26.2,29.11,2.65,29.11,target,2.637,7,risk_on,2.5,0.897,,23.91,11.683,1,70.7,False,7.5,17.1,17.72,7.0,49.32,1.0,1.0,44.24,speculative
NVDA,2023-06-08,2023-06-14,momentum,70.0,37.9,36.6,41.48,2.75,41.48,target,2.754,4,risk_on,2.5,0.94,,44.75,0.492,0,70.7,False,12.5,21.0,10.98,5.0,49.48,1.0,1.0,46.51,speculative
NVDA,2023-06-29,2023-07-13,momentum,48.86,41.46,40.07,45.19,2.68,45.19,target,2.683,9,risk_on,2.5,0.934,,41.82,6.325,0,70.7,False,9.0,14.66,20.0,5.0,48.66,1.0,1.0,45.45,speculative
NVDA,2023-07-26,2023-08-02,momentum,85.0,45.25,44.01,48.67,2.75,44.01,stop,-1.0,5,risk_on,2.5,0.936,,39.35,-0.911,3,70.7,False,12.5,25.5,10.0,10.0,58.0,1.0,1.0,54.29,speculative
NVDA,2023-08-11,2023-08-14,reversion,47.0,40.82,40.22,42.34,2.5,42.34,target,2.492,1,risk_on,2.5,0.874,,26.63,-11.32,0,70.7,False,0.0,14.1,8.74,5.0,27.84,1.0,1.0,24.33,speculative
NVDA,2023-10-17,2023-10-18,breakout,45.0,43.91,42.45,48.28,3.0,42.45,stop,-1.0,1,neutral,2.75,0.831,,16.65,6.29,3,70.7,False,25.0,13.5,13.94,10.0,62.44,1.0,1.0,51.89,speculative
NVDA,2023-11-03,2023-11-08,momentum,52.0,42.75,41.36,46.58,2.75,46.58,target,2.755,3,risk_on,2.5,0.869,,18.19,8.651,0,70.7,True,12.5,15.6,14.82,5.0,47.92,1.0,0.7,29.15,speculative
NVDA,2023-11-24,2023-11-30,momentum,48.86,48.65,47.25,52.33,2.62,47.25,stop,-1.0,4,risk_on,2.5,0.913,,23.94,15.806,0,70.7,False,6.0,14.66,17.73,5.0,43.39,1.0,1.0,39.62,speculative
NVDA,2023-12-29,2024-01-02,momentum,60.0,49.13,48.07,52.06,2.75,48.07,stop,-1.0,1,risk_on,2.5,0.95,,16.3,10.602,3,70.7,False,12.5,18.0,13.74,10.0,54.24,1.0,1.0,51.53,speculative
NVDA,2024-04-03,2024-04-04,momentum,48.86,90.22,87.57,97.49,2.75,87.57,stop,-1.0,1,risk_on,2.5,0.881,,46.0,2.464,0,70.7,False,12.5,14.66,14.93,5.0,47.09,1.0,1.0,41.49,speculative
NVDA,2024-04-26,2024-05-06,momentum,67.0,83.47,80.61,91.36,2.75,91.36,target,2.749,6,neutral,2.75,0.833,,23.5,-1.311,1,70.7,True,12.5,20.1,7.56,7.0,47.16,1.0,0.7,27.5,speculative
NVDA,2024-08-14,2024-08-19,momentum,59.0,110.62,104.97,126.16,2.75,126.16,target,2.75,3,neutral,2.75,0.822,,31.73,1.343,1,70.7,True,12.5,17.7,12.69,7.0,49.89,1.0,0.7,28.71,speculative
NVDA,2024-09-13,2024-10-03,momentum,52.0,114.53,109.14,129.37,2.75,122.8,time,1.532,14,neutral,2.75,0.854,,20.56,1.832,0,70.7,True,12.5,15.6,9.84,5.0,42.94,1.0,0.7,25.67,speculative
NVDA,2024-10-30,2024-10-31,momentum,43.71,139.84,136.76,148.31,2.75,136.76,stop,-1.0,1,neutral,2.75,0.819,,21.85,2.681,1,70.7,False,12.5,13.11,12.28,7.0,44.89,1.0,1.0,36.76,speculative
NVDA,2024-12-24,2025-01-06,momentum,67.0,136.03,131.89,147.4,2.75,147.4,target,2.746,7,risk_on,2.5,0.86,,13.92,1.052,1,70.7,True,12.5,20.1,2.1,7.0,41.7,1.0,0.7,25.1,speculative
NVDA,2025-01-21,2025-01-27,momentum,60.0,137.3,131.81,151.62,2.61,131.81,stop,-1.0,4,risk_on,2.5,0.895,,9.74,1.338,0,70.7,False,5.5,18.0,2.68,5.0,31.18,1.0,1.0,27.91,speculative
NVDA,2025-02-10,2025-02-18,momentum,47.0,127.85,123.38,140.16,2.75,140.16,target,2.754,5,risk_on,2.5,0.893,,17.09,5.272,1,70.7,True,12.5,14.1,14.19,7.0,47.79,1.0,0.7,29.87,speculative
NVDA,2025-03-24,2025-03-26,momentum,50.57,118.19,113.71,130.51,2.75,113.71,stop,-1.0,2,neutral,2.75,0.761,,21.78,0.101,2,70.7,False,12.5,15.17,7.08,9.0,43.75,1.0,1.0,33.29,speculative
NVDA,2025-05-28,2025-05-29,momentum,70.0,132.76,129.13,142.74,2.75,142.74,target,2.749,1,neutral,2.75,0.843,,28.31,4.288,0,70.7,False,12.5,21.0,17.94,5.0,56.44,1.0,1.0,47.58,speculative
NVDA,2025-06-20,2025-06-25,momentum,70.0,143.56,140.83,151.07,2.75,151.07,target,2.751,3,neutral,2.75,0.856,,38.02,-0.889,0,70.7,False,12.5,21.0,10.0,5.0,48.5,1.0,1.0,41.52,speculative
NVDA,2025-09-10,2025-09-17,momentum,44.0,172.88,169.35,182.57,2.75,169.35,stop,-1.0,5,risk_on,2.5,0.937,,30.65,2.17,1,70.7,False,12.5,13.2,14.34,7.0,47.04,1.0,1.0,44.08,speculative
NVDA,2025-10-13,2025-10-14,momentum,45.0,186.74,181.46,201.25,2.75,181.46,stop,-1.0,1,risk_on,2.5,0.861,,16.92,0.483,0,70.7,False,12.5,13.5,5.06,5.0,36.06,1.0,1.0,31.05,speculative
NVDA,2025-12-08,2025-12-11,momentum,55.0,182.41,177.14,196.91,2.75,177.14,stop,-1.0,3,risk_on,2.5,0.902,,12.14,1.409,2,70.7,False,12.5,16.5,2.82,9.0,40.82,1.0,1.0,36.82,speculative
NVDA,2025-12-22,2025-12-26,momentum,40.0,179.04,174.69,191.0,2.75,191.0,target,2.749,3,risk_on,2.5,0.943,,12.68,2.221,0,70.7,False,12.5,12.0,4.44,5.0,33.94,1.0,1.0,32.01,speculative
NVDA,2026-01-06,2026-01-14,momentum,45.0,187.03,182.34,199.92,2.75,182.34,stop,-1.0,6,risk_on,2.5,0.928,,13.86,0.184,0,70.7,False,12.5,13.5,0.37,5.0,31.37,1.0,1.0,29.11,speculative
NVDA,2026-02-10,2026-02-27,momentum,40.0,184.88,178.42,201.2,2.53,178.42,stop,-1.0,12,risk_on,2.5,0.903,,12.95,-2.104,0,70.7,False,1.5,12.0,0.0,5.0,18.5,1.0,1.0,16.71,speculative
NVDA,2026-04-08,2026-04-14,momentum,67.0,177.17,172.22,190.78,2.75,190.78,target,2.749,4,neutral,2.75,0.818,,21.0,-2.624,2,70.7,False,12.5,20.1,6.43,9.0,48.03,1.0,1.0,39.29,speculative
NVDA,2026-04-30,2026-05-01,breakout,60.0,199.57,197.22,206.62,3.0,197.22,stop,-1.0,1,risk_on,2.5,0.9,,26.79,4.67,0,70.7,False,25.0,18.0,18.14,5.0,66.14,1.0,1.0,59.53,medium
MRVL,2023-05-05,2023-05-17,momentum,40.29,39.31,38.03,42.83,2.75,42.83,target,2.75,8,risk_on,2.5,0.917,,12.39,42.239,0,85.3,True,12.5,12.09,10.0,5.0,39.59,1.0,0.7,25.41,speculative
MRVL,2023-06-09,2023-06-13,momentum,77.0,58.11,56.69,62.02,2.75,62.02,target,2.754,2,risk_on,2.5,0.937,,43.69,75.366,1,85.3,False,12.5,23.1,20.0,7.0,62.6,1.0,1.0,58.66,medium
MRVL,2023-06-21,2023-06-22,momentum,61.71,59.96,57.78,65.95,2.75,57.78,stop,-1.0,1,risk_on,2.5,0.918,,45.81,29.306,2,85.3,False,12.5,18.51,20.0,9.0,60.01,1.0,1.0,55.09,medium
MRVL,2023-07-25,2023-08-02,momentum,70.0,63.05,61.38,67.63,2.75,61.38,stop,-1.0,6,risk_on,2.5,0.934,,33.06,5.76,0,85.3,False,12.5,21.0,20.0,5.0,58.5,1.0,1.0,54.64,speculative
MRVL,2023-08-11,2023-08-14,reversion,47.0,56.58,55.64,58.93,2.5,58.93,target,2.5,1,risk_on,2.5,0.874,,22.92,-9.579,0,85.3,False,0.0,14.1,7.35,5.0,26.45,1.0,1.0,23.12,speculative
MRVL,2023-08-21,2023-08-22,momentum,43.71,58.5,57.77,60.51,2.75,60.51,target,2.753,1,neutral,2.75,0.786,,21.32,2.57,1,85.3,False,12.5,13.11,11.75,7.0,44.36,1.0,1.0,34.87,speculative
MRVL,2024-01-31,2024-02-01,momentum,48.86,68.32,66.24,74.05,2.75,66.24,stop,-1.0,1,risk_on,2.5,0.86,,29.68,10.19,0,85.3,False,12.5,14.66,19.88,5.0,52.04,1.0,1.0,44.75,speculative
MRVL,2024-03-13,2024-03-14,breakout,45.0,67.17,66.85,68.12,3.0,66.85,stop,-1.0,1,risk_on,2.5,0.898,,23.6,-5.585,1,85.3,False,25.0,13.5,7.6,7.0,53.1,1.0,1.0,47.68,speculative
MRVL,2024-03-27,2024-04-03,momentum,52.0,68.05,65.74,74.41,2.75,74.41,target,2.753,4,risk_on,2.5,0.921,,15.52,1.25,1,85.3,True,12.5,15.6,5.8,7.0,40.9,1.0,0.7,26.37,speculative
MRVL,2024-04-29,2024-05-01,momentum,60.0,66.76,64.79,72.18,2.75,64.79,stop,-1.0,2,risk_on,2.5,0.88,,15.01,-9.705,0,85.3,False,12.5,18.0,3.01,5.0,38.51,1.0,1.0,33.89,speculative
MRVL,2024-05-31,2024-06-04,breakout,45.0,68.4,66.66,73.62,3.0,66.66,stop,-1.0,2,risk_on,2.5,0.911,,21.27,-3.333,1,85.3,False,25.0,13.5,6.58,7.0,52.08,1.0,1.0,47.44,speculative
MRVL,2024-06-12,2024-06-24,momentum,52.0,70.22,67.57,77.24,2.65,67.57,stop,-1.0,7,risk_on,2.5,0.892,,15.8,6.926,1,85.3,True,7.5,15.6,13.46,7.0,43.56,1.0,0.7,27.2,speculative
MRVL,2024-07-02,2024-07-17,momentum,52.0,69.98,67.67,76.31,2.75,67.67,stop,-1.0,10,risk_on,2.5,0.89,,14.62,0.958,1,85.3,False,12.5,15.6,1.92,7.0,37.02,1.0,1.0,32.95,speculative
MRVL,2024-08-15,2024-08-23,momentum,72.0,63.2,60.22,71.41,2.75,71.41,target,2.755,6,neutral,2.75,0.833,,27.65,0.865,1,85.3,True,12.5,21.6,10.85,7.0,51.95,1.0,0.7,30.29,speculative
MRVL,2024-09-03,2024-09-06,breakout,60.0,69.66,66.69,78.55,3.0,66.69,stop,-1.0,3,neutral,2.75,0.764,,18.35,0.951,0,85.3,False,25.0,18.0,6.82,5.0,54.82,1.0,1.0,41.88,speculative
MRVL,2024-09-26,2024-09-27,momentum,52.0,72.1,69.71,78.67,2.75,69.71,stop,-1.0,1,neutral,2.75,0.84,,12.89,-5.076,1,85.3,False,12.5,15.6,0.0,7.0,35.1,1.0,1.0,29.48,speculative
MRVL,2024-10-04,2024-10-15,momentum,45.0,71.86,69.63,78.0,2.75,78.0,target,2.753,7,neutral,2.75,0.816,,11.63,9.056,0,85.3,False,12.5,13.5,10.0,5.0,41.0,1.0,1.0,33.46,speculative
MRVL,2024-11-19,2024-11-26,momentum,48.86,89.1,86.98,94.91,2.75,94.91,target,2.754,5,risk_on,2.5,0.868,,33.37,-3.607,0,85.3,False,12.5,14.66,10.0,5.0,42.16,1.0,1.0,36.59,speculative
MRVL,2025-01-27,2025-01-28,breakout,45.0,99.95,99.14,102.37,3.0,102.37,target,2.988,1,risk_on,2.5,0.86,,29.61,-11.425,3,85.3,False,25.0,13.5,9.85,10.0,58.35,1.0,1.0,50.18,speculative
MRVL,2025-02-05,2025-02-12,momentum,44.0,112.52,107.18,127.21,2.75,107.18,stop,-1.0,5,risk_on,2.5,0.894,,22.99,0.733,1,85.3,True,12.5,13.2,8.84,7.0,41.54,1.0,0.7,26.0,speculative
MRVL,2025-08-07,2025-08-19,momentum,40.29,76.01,72.96,84.29,2.71,72.96,stop,-1.0,8,risk_on,2.5,0.871,,16.79,12.765,3,85.3,False,10.5,12.09,14.02,10.0,46.61,1.0,1.0,40.6,speculative
MRVL,2025-09-18,2025-09-24,momentum,46.29,69.4,66.49,76.93,2.59,76.93,target,2.588,4,risk_on,2.5,0.92,,16.45,17.034,1,85.3,True,4.5,13.89,13.83,7.0,39.22,1.0,0.7,25.26,speculative
MRVL,2025-10-15,2025-10-21,momentum,70.0,87.51,84.27,96.42,2.75,84.27,stop,-1.0,4,risk_on,2.5,0.872,,30.44,45.412,0,85.3,False,12.5,21.0,20.0,5.0,58.5,1.0,1.0,51.01,speculative
MRVL,2025-11-26,2025-12-02,momentum,57.0,83.54,79.93,93.49,2.75,93.49,target,2.749,3,risk_on,2.5,0.898,,18.51,-17.78,0,85.3,True,12.5,17.1,5.01,5.0,39.61,1.0,0.7,24.9,speculative
MRVL,2025-12-23,2026-01-09,momentum,45.0,85.79,82.52,94.79,2.75,82.52,stop,-1.0,11,risk_on,2.5,0.933,,11.78,13.65,0,85.3,False,12.5,13.5,10.0,5.0,41.0,1.0,1.0,38.25,speculative
META,2023-05-10,2023-05-17,momentum,70.0,230.94,228.06,238.86,2.75,238.86,target,2.75,5,risk_on,2.5,0.908,,39.53,-5.62,0,79.3,False,12.5,21.0,10.0,5.0,48.5,1.0,1.0,44.04,speculative
META,2023-06-30,2023-07-12,momentum,57.0,281.27,274.07,300.5,2.67,300.5,target,2.671,7,risk_on,2.5,0.929,,43.9,30.358,1,79.3,False,8.5,17.1,20.0,7.0,52.6,1.0,1.0,48.87,speculative
